Entity,Code,Year,Voter turnout of registered voters,World regions according to OWID
South America (population-weighted),,2006,67.67956,
South America (population-weighted),,2010,55.099392,
South America (population-weighted),,2018,49.49255,
South Georgia and the South Sandwich Islands,SGS,2023,,South America
South Korea,KOR,1948,95.5,
South Korea,KOR,1950,91.9,
South Korea,KOR,1952,88.1,
South Korea,KOR,1954,91.1,
South Korea,KOR,1956,94.4,
South Korea,KOR,1958,87.8,
South Korea,KOR,1960,97,
South Korea,KOR,1963,85,
South Korea,KOR,1967,76.12,
South Korea,KOR,1971,79.8,
South Korea,KOR,1973,71.36,
South Korea,KOR,1978,77.09,
South Korea,KOR,1981,78.42,
South Korea,KOR,1985,84.57,
South Korea,KOR,1987,35.9,
South Korea,KOR,1988,75.73,
South Korea,KOR,1992,71.86,
South Korea,KOR,1996,63.91,
South Korea,KOR,1997,80.65,
South Korea,KOR,2000,57.21,
South Korea,KOR,2002,70.83,
South Korea,KOR,2004,59.98,
South Korea,KOR,2007,63.01,
South Korea,KOR,2008,46.01,
South Korea,KOR,2012,75.84,
South Korea,KOR,2016,58.03,
South Korea,KOR,2017,77.2,
South Korea,KOR,2020,66.21,
South Korea,KOR,2022,77.08,
South Korea,KOR,2024,66.97,
South Korea,KOR,2023,,Asia
South Sudan,SSD,1968,59.86,
South Sudan,SSD,1971,92.9,
South Sudan,SSD,1977,98.3,
South Sudan,SSD,1983,72,
South Sudan,SSD,1996,72.2,
South Sudan,SSD,2010,72,
South Sudan,SSD,2023,,Africa
Spain,ESP,1834,58.9,
Spain,ESP,1836,69.8,
Spain,ESP,1839,64,
Spain,ESP,1840,69.6,
Spain,ESP,1841,61.5,
Spain,ESP,1844,67.35,
Spain,ESP,1846,68,
Spain,ESP,1850,67.4,
Spain,ESP,1851,69.8,
Spain,ESP,1853,69.7,
Spain,ESP,1857,63.5,
Spain,ESP,1858,69.35,
Spain,ESP,1863,61.6,
Spain,ESP,1864,61.9,
Spain,ESP,1865,53.4,
Spain,ESP,1869,58.9,
Spain,ESP,1872,46.6,
Spain,ESP,1873,40.8,
Spain,ESP,1876,60.7,
Spain,ESP,1879,68.5,
Spain,ESP,1881,71.4,
Spain,ESP,1884,72.5,
Spain,ESP,1886,69.75,
Spain,ESP,1899,66,
Spain,ESP,1977,76.96,
Spain,ESP,1979,68.13,
Spain,ESP,1982,79.83,
Spain,ESP,1986,70.37,
Spain,ESP,1989,70.01,
Spain,ESP,1993,77.05,
Spain,ESP,1996,78.06,
Spain,ESP,2000,68.71,
Spain,ESP,2004,75.66,
Spain,ESP,2008,75.32,
Spain,ESP,2011,68.94,
Spain,ESP,2015,73.2,
Spain,ESP,2016,69.84,
Spain,ESP,2019,75.75,
Spain,ESP,2023,66.59,Europe
Sri Lanka,LKA,1947,55.81,
Sri Lanka,LKA,1952,70.7,
Sri Lanka,LKA,1956,69.04,
Sri Lanka,LKA,1960,75.9,
Sri Lanka,LKA,1965,81.13,
Sri Lanka,LKA,1970,84.88,
Sri Lanka,LKA,1977,86.69,
Sri Lanka,LKA,1982,81.06,
Sri Lanka,LKA,1988,55.32,
Sri Lanka,LKA,1989,63.59,
Sri Lanka,LKA,1994,76.24,
Sri Lanka,LKA,1999,73.31,
Sri Lanka,LKA,2000,75.63,
Sri Lanka,LKA,2001,76.03,
Sri Lanka,LKA,2004,75.96,
Sri Lanka,LKA,2005,72.91,
Sri Lanka,LKA,2010,74.5,
Sri Lanka,LKA,2015,81.52,
Sri Lanka,LKA,2019,83.72,
Sri Lanka,LKA,2020,75.89,
Sri Lanka,LKA,2024,75,
Sri Lanka,LKA,2023,,Asia
Sudan,SDN,1968,59.86,
Sudan,SDN,1971,92.9,
Sudan,SDN,1977,98.3,
Sudan,SDN,1983,72,
Sudan,SDN,1996,72.2,
Sudan,SDN,2010,72,
Sudan,SDN,2015,46.4,
Sudan,SDN,2023,,Africa
Sudan (former),,2023,,Africa
Suriname,SUR,1973,76.03,
Suriname,SUR,1977,77.77,
Suriname,SUR,1987,84.96,
Suriname,SUR,1991,64.31,
Suriname,SUR,1996,66.66,
Suriname,SUR,2000,69.85,
Suriname,SUR,2005,46.68,
Suriname,SUR,2010,73.21,
Suriname,SUR,2015,72.72,
Suriname,SUR,2020,71.57,
Suriname,SUR,2023,,South America
Sweden,SWE,1875,19.5,
Sweden,SWE,1878,20.3,
Sweden,SWE,1881,23.7,
Sweden,SWE,1884,25.2,
Sweden,SWE,1887,48.1,
Sweden,SWE,1890,38.5,
Sweden,SWE,1893,42.4,
Sweden,SWE,1896,45.3,
Sweden,SWE,1899,40.3,
Sweden,SWE,1902,47.2,
Sweden,SWE,1905,50.4,
Sweden,SWE,1908,61.3,
Sweden,SWE,1911,57,
Sweden,SWE,1914,69.9,
Sweden,SWE,1917,65.8,
Sweden,SWE,1920,55.3,
Sweden,SWE,1921,54.2,
Sweden,SWE,1924,53,
Sweden,SWE,1928,67.4,
Sweden,SWE,1932,67.6,
Sweden,SWE,1936,74.5,
Sweden,SWE,1940,70.3,
Sweden,SWE,1944,71.9,
Sweden,SWE,1948,82.74,
Sweden,SWE,1952,79.11,
Sweden,SWE,1956,79.84,
Sweden,SWE,1958,77.42,
Sweden,SWE,1960,85.91,
Sweden,SWE,1964,83.86,
Sweden,SWE,1968,89.29,
Sweden,SWE,1970,88.28,
Sweden,SWE,1973,90.84,
Sweden,SWE,1976,91.76,
Sweden,SWE,1979,90.72,
Sweden,SWE,1982,91.45,
Sweden,SWE,1985,89.85,
Sweden,SWE,1988,85.96,
Sweden,SWE,1991,86.74,
Sweden,SWE,1994,86.82,
Sweden,SWE,1998,81.39,
Sweden,SWE,2002,80.11,
Sweden,SWE,2006,81.99,
Sweden,SWE,2010,84.63,
Sweden,SWE,2014,85.81,
Sweden,SWE,2018,87.18,
Sweden,SWE,2022,84.21,
Sweden,SWE,2023,,Europe
Switzerland,CHE,1848,44.6,
Switzerland,CHE,1851,53.6,
Switzerland,CHE,1854,45.7,
Switzerland,CHE,1857,46.5,
Switzerland,CHE,1860,49.1,
Switzerland,CHE,1863,46.6,
Switzerland,CHE,1866,50.6,
Switzerland,CHE,1869,54.2,
Switzerland,CHE,1872,62.1,
Switzerland,CHE,1875,59.1,
Switzerland,CHE,1878,56.9,
Switzerland,CHE,1881,62.1,
Switzerland,CHE,1884,63.1,
Switzerland,CHE,1887,55.3,
Switzerland,CHE,1890,62.5,
Switzerland,CHE,1893,58.4,
Switzerland,CHE,1896,55.9,
Switzerland,CHE,1899,54.5,
Switzerland,CHE,1902,56.8,
Switzerland,CHE,1905,56.5,
Switzerland,CHE,1908,52.7,
Switzerland,CHE,1911,52.7,
Switzerland,CHE,1914,46.4,
Switzerland,CHE,1917,59.8,
Switzerland,CHE,1919,80.4,
Switzerland,CHE,1922,76.4,
Switzerland,CHE,1925,76.8,
Switzerland,CHE,1928,78.8,
Switzerland,CHE,1931,78.8,
Switzerland,CHE,1935,78.3,
Switzerland,CHE,1939,74.3,
Switzerland,CHE,1943,70,
Switzerland,CHE,1947,71.69,
Switzerland,CHE,1951,69.78,
Switzerland,CHE,1955,69.71,
Switzerland,CHE,1959,68.46,
Switzerland,CHE,1963,64.46,
Switzerland,CHE,1967,63.76,
Switzerland,CHE,1971,56.36,
Switzerland,CHE,1975,52.39,
Switzerland,CHE,1979,48.06,
Switzerland,CHE,1983,48.91,
Switzerland,CHE,1987,47.48,
Switzerland,CHE,1991,46.04,
Switzerland,CHE,1995,42.25,
Switzerland,CHE,1999,43.22,
Switzerland,CHE,2003,45.22,
Switzerland,CHE,2007,48.28,
Switzerland,CHE,2011,49.1,
Switzerland,CHE,2015,48.48,
Switzerland,CHE,2019,45.12,
Switzerland,CHE,2023,46.64,Europe
Syria,SYR,1971,95.8,
Syria,SYR,1978,97,
Syria,SYR,1985,99.4,
Syria,SYR,1990,49.6,
Syria,SYR,1991,99.1,
Syria,SYR,1994,61.17,
Syria,SYR,1998,82.22,
Syria,SYR,1999,98.5,
Syria,SYR,2000,94.6,
Syria,SYR,2003,63.45,
Syria,SYR,2007,95.86,
Syria,SYR,2012,51.26,
Syria,SYR,2014,73.42,
Syria,SYR,2016,57.56,
Syria,SYR,2020,33.17,
Syria,SYR,2021,78.64,
Syria,SYR,2024,38.16,
Syria,SYR,2023,,Asia
Taiwan,TWN,1969,57.7,
Taiwan,TWN,1972,68.35,
Taiwan,TWN,1975,75.97,
Taiwan,TWN,1980,66.4,
Taiwan,TWN,1983,63.2,
Taiwan,TWN,1986,65.4,
Taiwan,TWN,1989,75.5,
Taiwan,TWN,1991,68.32,
Taiwan,TWN,1992,72.02,
Taiwan,TWN,1995,67.65,
Taiwan,TWN,1996,76.04,
Taiwan,TWN,1998,68.09,
Taiwan,TWN,2000,82.69,
Taiwan,TWN,2001,66.16,
Taiwan,TWN,2004,80.28,
Taiwan,TWN,2005,23.36,
Taiwan,TWN,2008,76.66,
Taiwan,TWN,2010,40.71,
Taiwan,TWN,2012,74.38,
Taiwan,TWN,2016,66.27,
Taiwan,TWN,2020,74.09,
Taiwan,TWN,2024,71.86,
Taiwan,TWN,2023,,Asia
Tajikistan,TJK,1917,48.44,
Tajikistan,TJK,1991,84.6,
Tajikistan,TJK,1994,88.33,
Tajikistan,TJK,1995,84,
Tajikistan,TJK,1999,98.9,
Tajikistan,TJK,2000,93.36,
Tajikistan,TJK,2005,93.23,
Tajikistan,TJK,2006,91.01,
Tajikistan,TJK,2010,90.84,
Tajikistan,TJK,2013,90.16,
Tajikistan,TJK,2015,82,
Tajikistan,TJK,2020,86.44,
Tajikistan,TJK,2023,,Asia
Tanzania,TZA,1965,82.7,
Tanzania,TZA,1970,70.1,
Tanzania,TZA,1975,81.7,
Tanzania,TZA,1980,85.9,
Tanzania,TZA,1985,75,
Tanzania,TZA,1990,74.4,
Tanzania,TZA,1995,76.67,
Tanzania,TZA,2000,84.43,
Tanzania,TZA,2005,72.23,
Tanzania,TZA,2010,42.84,
Tanzania,TZA,2015,67.3,
Tanzania,TZA,2020,50.72,
Tanzania,TZA,2023,,Africa
Thailand,THA,1946,32.52,
Thailand,THA,1948,29.5,
Thailand,THA,1952,38.95,
Thailand,THA,1957,57.5,
Thailand,THA,1969,49.16,
Thailand,THA,1975,47,
Thailand,THA,1976,43.69,
Thailand,THA,1979,43.9,
Thailand,THA,1983,50.76,
Thailand,THA,1986,61.4,
Thailand,THA,1988,63.56,
Thailand,THA,1992,61.6,
Thailand,THA,1995,62.04,
Thailand,THA,1996,62.39,
Thailand,THA,2001,69.95,
Thailand,THA,2005,75.13,
Thailand,THA,2007,78.51,
Thailand,THA,2011,75.03,
Thailand,THA,2014,46.79,
Thailand,THA,2019,74.69,
Thailand,THA,2023,75.71,Asia
Togo,TGO,1952,82.3,
Togo,TGO,1958,64.9,
Togo,TGO,1961,90,
Togo,TGO,1963,91.1,
Togo,TGO,1979,99.5,
Togo,TGO,1985,78.62,
Togo,TGO,1986,99,
Togo,TGO,1993,36.1,
Togo,TGO,1994,65.12,
Togo,TGO,1998,69.81,
Togo,TGO,2002,67.43,
Togo,TGO,2003,71.99,
Togo,TGO,2005,63.58,
Togo,TGO,2007,84.92,
Togo,TGO,2010,64.68,
Togo,TGO,2013,66.06,
Togo,TGO,2015,60.94,
Togo,TGO,2018,59.25,
Togo,TGO,2020,92.28,
Togo,TGO,2024,61,
Togo,TGO,2023,,Africa
Tokelau,TKL,2023,,Oceania
Tonga,TON,2023,,Oceania
Trinidad and Tobago,TTO,1946,52.9,
Trinidad and Tobago,TTO,1950,70.09,
Trinidad and Tobago,TTO,1956,80.09,
Trinidad and Tobago,TTO,1961,88.11,
Trinidad and Tobago,TTO,1966,65.79,
Trinidad and Tobago,TTO,1971,33.17,
Trinidad and Tobago,TTO,1976,55.83,
Trinidad and Tobago,TTO,1981,56.43,
Trinidad and Tobago,TTO,1986,65.45,
Trinidad and Tobago,TTO,1991,65.76,
Trinidad and Tobago,TTO,1995,63.3,
Trinidad and Tobago,TTO,2000,63.05,
Trinidad and Tobago,TTO,2001,66.13,
Trinidad and Tobago,TTO,2002,69.64,
Trinidad and Tobago,TTO,2007,66.03,
Trinidad and Tobago,TTO,2010,69.45,
Trinidad and Tobago,TTO,2015,66.84,
Trinidad and Tobago,TTO,2020,58.04,
Trinidad and Tobago,TTO,2023,,North America
Tunisia,TUN,1956,83.6,
Tunisia,TUN,1959,91.7,
Tunisia,TUN,1964,96.8,
Tunisia,TUN,1969,99.8,
Tunisia,TUN,1974,96.8,
Tunisia,TUN,1979,80.1,
Tunisia,TUN,1981,84.54,
Tunisia,TUN,1986,82.94,
Tunisia,TUN,1989,76.1,
Tunisia,TUN,1994,94.9,
Tunisia,TUN,1999,89.7,
Tunisia,TUN,2004,91.52,
Tunisia,TUN,2009,89.45,
Tunisia,TUN,2011,92.24,
Tunisia,TUN,2014,67.43,
Tunisia,TUN,2019,55.02,
Tunisia,TUN,2022,11.22,
Tunisia,TUN,2023,11.4,Africa
Tunisia,TUN,2024,11.4,
Turkey,TUR,1931,88,
Turkey,TUR,1935,77.8,
Turkey,TUR,1950,87.75,
Turkey,TUR,1954,88.6,
Turkey,TUR,1957,76.6,
Turkey,TUR,1961,81.41,
Turkey,TUR,1965,71.3,
Turkey,TUR,1969,64.35,
Turkey,TUR,1973,66.82,
Turkey,TUR,1977,70.41,
Turkey,TUR,1983,92.27,
Turkey,TUR,1987,93.28,
Turkey,TUR,1991,83.92,
Turkey,TUR,1995,85.2,
Turkey,TUR,1999,87.09,
Turkey,TUR,2002,79.28,
Turkey,TUR,2007,84.25,
Turkey,TUR,2011,87.59,
Turkey,TUR,2014,74.13,
Turkey,TUR,2015,85.18,
Turkey,TUR,2018,86.24,
Turkey,TUR,2023,87.04,Asia
Turkmenistan,TKM,1917,48.44,
Turkmenistan,TKM,1990,96.7,
Turkmenistan,TKM,1992,99.8,
Turkmenistan,TKM,1994,99.77,
Turkmenistan,TKM,1999,99.6,
Turkmenistan,TKM,2004,76.88,
Turkmenistan,TKM,2007,98.72,
Turkmenistan,TKM,2008,93.87,
Turkmenistan,TKM,2012,96.7,
Turkmenistan,TKM,2013,91.33,
Turkmenistan,TKM,2017,97.28,
Turkmenistan,TKM,2018,91.69,
Turkmenistan,TKM,2022,97.17,
Turkmenistan,TKM,2023,91.12,Asia
Turks and Caicos Islands,TCA,2023,,North America
Tuscany,OWID_TUS,1859,50,
Tuvalu,TUV,2023,,Oceania
USSR,OWID_USS,2023,,Europe
Uganda,UGA,1958,86.2,
Uganda,UGA,1962,67.76,
Uganda,UGA,1980,85.3,
Uganda,UGA,1996,72.6,
Uganda,UGA,2001,70.31,
Uganda,UGA,2006,69.19,
Uganda,UGA,2011,59.29,
Uganda,UGA,2016,67.61,
Uganda,UGA,2021,55.23,
Uganda,UGA,2023,,Africa
Ukraine,UKR,1994,75.81,
Ukraine,UKR,1998,70.65,
Ukraine,UKR,1999,74.92,
Ukraine,UKR,2002,69.24,
Ukraine,UKR,2004,81.12,
Ukraine,UKR,2006,67.19,
Ukraine,UKR,2007,62.03,
Ukraine,UKR,2010,69.7,
Ukraine,UKR,2012,57.4,
Ukraine,UKR,2014,60.82,
Ukraine,UKR,2019,63.78,
Ukraine,UKR,2023,,Europe
United Arab Emirates,ARE,2011,27.75,
United Arab Emirates,ARE,2015,35.29,
United Arab Emirates,ARE,2019,34.81,
United Arab Emirates,ARE,2023,,Asia
United Kingdom,GBR,1832,70.4,
United Kingdom,GBR,1835,65,
United Kingdom,GBR,1837,63.6,
United Kingdom,GBR,1841,63.4,
United Kingdom,GBR,1847,53.4,
United Kingdom,GBR,1852,57.9,
United Kingdom,GBR,1857,58.9,
United Kingdom,GBR,1859,63.7,
United Kingdom,GBR,1865,62.5,
United Kingdom,GBR,1868,68.5,
United Kingdom,GBR,1874,66.4,
United Kingdom,GBR,1880,72.2,
United Kingdom,GBR,1885,81.2,
United Kingdom,GBR,1886,74.2,
United Kingdom,GBR,1892,77.4,
United Kingdom,GBR,1895,78.4,
United Kingdom,GBR,1945,72.55,
United Kingdom,GBR,1950,83.61,
United Kingdom,GBR,1951,81.89,
United Kingdom,GBR,1955,76.78,
United Kingdom,GBR,1959,78.71,
United Kingdom,GBR,1964,77.17,
United Kingdom,GBR,1966,75.96,
United Kingdom,GBR,1970,72.15,
United Kingdom,GBR,1974,72.93,
United Kingdom,GBR,1979,76,
United Kingdom,GBR,1983,72.81,
United Kingdom,GBR,1987,75.42,
United Kingdom,GBR,1992,77.83,
United Kingdom,GBR,1997,71.46,
United Kingdom,GBR,2001,59.38,
United Kingdom,GBR,2005,61.36,
United Kingdom,GBR,2010,65.77,
United Kingdom,GBR,2015,66.12,
United Kingdom,GBR,2017,68.93,
United Kingdom,GBR,2019,67.3,
United Kingdom,GBR,2024,59.76,
United Kingdom,GBR,2023,,Europe
United States,USA,1790,16.4,
United States,USA,1792,28.4,
United States,USA,1794,20.9,
United States,USA,1796,23.1,
United States,USA,1798,30.8,
United States,USA,1800,35.5,
United States,USA,1802,29.8,
United States,USA,1804,39,
United States,USA,1806,35,
United States,USA,1808,55,
United States,USA,1810,40,
United States,USA,1812,47.5,
United States,USA,1814,48.1,
United States,USA,1816,42.3,
United States,USA,1818,33.2,
United States,USA,1820,41.8,
United States,USA,1822,42,
United States,USA,1824,42.1,
United States,USA,1826,46.5,
United States,USA,1828,57.1,
United States,USA,1830,54.4,
United States,USA,1832,59.1,
United States,USA,1834,62.1,
United States,USA,1836,57.5,
United States,USA,1838,69.9,
United States,USA,1840,77.5,
United States,USA,1842,62.1,
United States,USA,1844,74.5,
United States,USA,1846,58.9,
United States,USA,1848,67.3,
United States,USA,1850,56.6,
United States,USA,1852,63.2,
United States,USA,1854,60.2,
United States,USA,1856,70.9,
United States,USA,1858,62.1,
United States,USA,1860,72.1,
United States,USA,1862,56.3,
United States,USA,1864,66.2,
United States,USA,1866,62.4,
United States,USA,1868,71.8,
United States,USA,1870,66.8,
United States,USA,1872,72.2,
United States,USA,1874,65,
United States,USA,1876,82.9,
United States,USA,1878,65.3,
United States,USA,1880,79.3,
United States,USA,1882,66.1,
United States,USA,1884,78.8,
United States,USA,1886,64,
United States,USA,1888,79.9,
United States,USA,1890,64.9,
United States,USA,1892,76.25,
United States,USA,1894,67.4,
United States,USA,1896,78.1,
United States,USA,1898,60,
United States,USA,1964,95.83,
United States,USA,1970,70.32,
United States,USA,1972,87.09,
United States,USA,1974,58.15,
United States,USA,1976,88.68,
United States,USA,1978,57.04,
United States,USA,1980,88.6,
United States,USA,1982,61.1,
United States,USA,1984,87.75,
United States,USA,1986,54.89,
United States,USA,1988,86.2,
United States,USA,1990,56.03,
United States,USA,1992,86.96,
United States,USA,1994,57.64,
United States,USA,1996,82.26,
United States,USA,1998,51.55,
United States,USA,2000,85.55,
United States,USA,2002,45.31,
United States,USA,2004,88.5,
United States,USA,2006,47.52,
United States,USA,2008,70.33,
United States,USA,2010,48.59,
United States,USA,2012,66.66,
United States,USA,2014,42.5,
United States,USA,2016,65.44,
United States,USA,2018,49.3,
United States,USA,2020,70.75,
United States,USA,2022,70.75,
United States,USA,2024,70.75,
United States,USA,2023,,North America
United States Virgin Islands,VIR,2023,,North America
Uruguay,URY,1946,65.34,
Uruguay,URY,1950,70.52,
Uruguay,URY,1954,67.87,
Uruguay,URY,1958,71.3,
Uruguay,URY,1962,76.63,
Uruguay,URY,1966,74.28,
Uruguay,URY,1971,88.61,
Uruguay,URY,1984,85.76,
Uruguay,URY,1989,84.97,
Uruguay,URY,1994,91.44,
Uruguay,URY,1999,91.84,
Uruguay,URY,2004,88.29,
Uruguay,URY,2009,89.91,
Uruguay,URY,2014,90.51,
Uruguay,URY,2019,90.13,
Uruguay,URY,2024,89.52,
Uruguay,URY,2023,,South America
Uzbekistan,UZB,1990,93.5,
Uzbekistan,UZB,1991,94,
Uzbekistan,UZB,1995,93.58,
Uzbekistan,UZB,1999,93.46,
Uzbekistan,UZB,2004,85.1,
Uzbekistan,UZB,2007,90.6,
Uzbekistan,UZB,2009,88,
Uzbekistan,UZB,2010,87.76,
Uzbekistan,UZB,2014,88.51,
Uzbekistan,UZB,2015,91.08,
Uzbekistan,UZB,2016,87.73,
Uzbekistan,UZB,2019,67.8,
Uzbekistan,UZB,2020,62.85,
Uzbekistan,UZB,2021,80.42,
Uzbekistan,UZB,2023,79.88,Asia
Uzbekistan,UZB,2024,75.35,
Vanuatu,VUT,1983,74.9,
Vanuatu,VUT,1987,71.64,
Vanuatu,VUT,1991,71.3,
Vanuatu,VUT,1995,67.95,
Vanuatu,VUT,1998,61.61,
Vanuatu,VUT,2002,63.47,
Vanuatu,VUT,2004,68.58,
Vanuatu,VUT,2008,70.38,
Vanuatu,VUT,2012,63.22,
Vanuatu,VUT,2016,56.47,
Vanuatu,VUT,2020,51.29,
Vanuatu,VUT,2022,44.16,
Vanuatu,VUT,2023,,Oceania
Vatican,VAT,1849,33.33,
Vatican,VAT,2023,,Europe
Venezuela,VEN,1946,86.6,
Venezuela,VEN,1958,92.15,
Venezuela,VEN,1963,92.21,
Venezuela,VEN,1968,96.73,
Venezuela,VEN,1973,96.52,
Venezuela,VEN,1978,87.55,
Venezuela,VEN,1983,87.75,
Venezuela,VEN,1988,81.92,
Venezuela,VEN,1993,60.16,
Venezuela,VEN,1998,63.45,
Venezuela,VEN,1999,46.2,
Venezuela,VEN,2000,56.31,
Venezuela,VEN,2005,25.26,
Venezuela,VEN,2006,74.69,
Venezuela,VEN,2010,66.42,
Venezuela,VEN,2012,80.28,
Venezuela,VEN,2013,79.64,
Venezuela,VEN,2015,73.76,
Venezuela,VEN,2017,41.53,
Venezuela,VEN,2018,45.74,
Venezuela,VEN,2020,30.09,
Venezuela,VEN,2024,59,
Venezuela,VEN,2023,,South America
Vietnam,VNM,1976,98.8,
Vietnam,VNM,1981,98,
Vietnam,VNM,1987,98.8,
Vietnam,VNM,1992,99.1,
Vietnam,VNM,1997,99.6,
Vietnam,VNM,2002,99,
Vietnam,VNM,2007,99.64,
Vietnam,VNM,2011,99.51,
Vietnam,VNM,2016,99.26,
Vietnam,VNM,2021,95.6,
Vietnam,VNM,2023,,Asia
Wallis and Futuna,WLF,2023,,Oceania
West Germany,OWID_GFR,1949,78.49,
West Germany,OWID_GFR,1953,85.99,
West Germany,OWID_GFR,1957,87.77,
West Germany,OWID_GFR,1961,87.74,
West Germany,OWID_GFR,1965,86.77,
West Germany,OWID_GFR,1969,86.67,
West Germany,OWID_GFR,1972,91.11,
West Germany,OWID_GFR,1976,90.75,
West Germany,OWID_GFR,1980,88.57,
West Germany,OWID_GFR,1983,89.09,
West Germany,OWID_GFR,1987,84.33,
West Germany,OWID_GFR,1990,77.76,
West Germany,OWID_GFR,2023,,Europe
Western Sahara,ESH,2023,,Africa
World,OWID_WRL,1790,16.4,
World,OWID_WRL,1792,19.2,
World,OWID_WRL,1794,20.9,
World,OWID_WRL,1796,23.1,
World,OWID_WRL,1798,30.8,
World,OWID_WRL,1800,35.5,
World,OWID_WRL,1802,29.8,
World,OWID_WRL,1804,39,
World,OWID_WRL,1806,35,
World,OWID_WRL,1808,55,
World,OWID_WRL,1810,40,
World,OWID_WRL,1812,47.5,
World,OWID_WRL,1814,48.1,
World,OWID_WRL,1816,42.3,
World,OWID_WRL,1818,33.2,
World,OWID_WRL,1820,41.8,
World,OWID_WRL,1822,42,
World,OWID_WRL,1824,42.1,
World,OWID_WRL,1826,46.5,
World,OWID_WRL,1828,57.1,
World,OWID_WRL,1829,45.3,
World,OWID_WRL,1830,54.4,
World,OWID_WRL,1831,68.65,
World,OWID_WRL,1832,59.166668,
World,OWID_WRL,1834,65.53333,
World,OWID_WRL,1835,58.65,
World,OWID_WRL,1836,63.65,
World,OWID_WRL,1837,65.3,
World,OWID_WRL,1838,60.1,
World,OWID_WRL,1839,70.76667,
World,OWID_WRL,1840,73.55,
World,OWID_WRL,1841,63.2,
World,OWID_WRL,1842,70.5,
World,OWID_WRL,1843,86,
World,OWID_WRL,1844,63.75,
World,OWID_WRL,1845,77,
World,OWID_WRL,1846,63.45,
World,OWID_WRL,1847,60.066666,
World,OWID_WRL,1848,66.08,
World,OWID_WRL,1849,49.965,
World,OWID_WRL,1850,62.2,
World,OWID_WRL,1851,61.7,
World,OWID_WRL,1852,54.75,
World,OWID_WRL,1853,57.298,
World,OWID_WRL,1854,47.58,
World,OWID_WRL,1855,15.8,
World,OWID_WRL,1856,54.562,
World,OWID_WRL,1857,61.203335,
World,OWID_WRL,1858,48.048,
World,OWID_WRL,1859,53.968002,
World,OWID_WRL,1860,51.736,
World,OWID_WRL,1861,51.86667,
World,OWID_WRL,1862,47.7,
World,OWID_WRL,1863,63.9,
World,OWID_WRL,1864,57.571426,
World,OWID_WRL,1865,56.72,
World,OWID_WRL,1866,59.6,
World,OWID_WRL,1867,64.3,
World,OWID_WRL,1868,63.6,
World,OWID_WRL,1869,56.725,
World,OWID_WRL,1870,57.46,
World,OWID_WRL,1871,59.633335,
World,OWID_WRL,1872,56.505714,
World,OWID_WRL,1873,50.44,
World,OWID_WRL,1874,60.66375,
World,OWID_WRL,1875,48.3,
World,OWID_WRL,1876,63.9625,
World,OWID_WRL,1877,61.5025,
World,OWID_WRL,1878,57.271427,
World,OWID_WRL,1879,56.9125,
World,OWID_WRL,1880,68.007996,
World,OWID_WRL,1881,57.866665,
World,OWID_WRL,1882,66.89833,
World,OWID_WRL,1883,62.1,
World,OWID_WRL,1884,59.68,
World,OWID_WRL,1885,73.75,
World,OWID_WRL,1886,67.675,
World,OWID_WRL,1887,59.29333,
World,OWID_WRL,1888,76.25,
World,OWID_WRL,1889,69.2,
World,OWID_WRL,1890,66.20334,
World,OWID_WRL,1891,68.525,
World,OWID_WRL,1892,73.59,
World,OWID_WRL,1893,63.920002,
World,OWID_WRL,1894,77.92,
World,OWID_WRL,1895,64.455,
World,OWID_WRL,1896,68.4,
World,OWID_WRL,1897,73.933334,
World,OWID_WRL,1898,70.387146,
World,OWID_WRL,1899,57.579998,
World,OWID_WRL,1900,64.333336,
World,OWID_WRL,1901,51.4525,
World,OWID_WRL,1902,69.1,
World,OWID_WRL,1903,61.128334,
World,OWID_WRL,1904,73.46667,
World,OWID_WRL,1905,66.05,
World,OWID_WRL,1906,63.670002,
World,OWID_WRL,1907,83.399994,
World,OWID_WRL,1908,67.14445,
World,OWID_WRL,1909,70.12,
World,OWID_WRL,1910,66.6,
World,OWID_WRL,1911,64.53333,
World,OWID_WRL,1912,77.225,
World,OWID_WRL,1913,65.95,
World,OWID_WRL,1914,66.221664,
World,OWID_WRL,1915,58.75,
World,OWID_WRL,1916,55.8,
World,OWID_WRL,1917,65.12334,
World,OWID_WRL,1918,62.35,
World,OWID_WRL,1919,66.659164,
World,OWID_WRL,1920,74.85555,
World,OWID_WRL,1921,67.86,
World,OWID_WRL,1922,69.576,
World,OWID_WRL,1923,74.01667,
World,OWID_WRL,1924,67.1125,
World,OWID_WRL,1925,78.33444,
World,OWID_WRL,1926,71.22857,
World,OWID_WRL,1927,73.442856,
World,OWID_WRL,1928,78.44091,
World,OWID_WRL,1929,82.28714,
World,OWID_WRL,1930,77.805,
World,OWID_WRL,1931,78.145,
World,OWID_WRL,1932,76.397,
World,OWID_WRL,1933,78.1,
World,OWID_WRL,1934,83.672,
World,OWID_WRL,1935,74.69,
World,OWID_WRL,1936,77.26666,
World,OWID_WRL,1937,78.832855,
World,OWID_WRL,1938,72.47667,
World,OWID_WRL,1939,77.62857,
World,OWID_WRL,1940,77.844,
World,OWID_WRL,1942,83.2,
World,OWID_WRL,1943,76.184,
World,OWID_WRL,1944,65.85,
World,OWID_WRL,1945,73.17067,
World,OWID_WRL,1946,78.55187,
World,OWID_WRL,1947,66.83867,
World,OWID_WRL,1948,79.39647,
